-0,0161099;0,21992;
-0,0161099;0,21992;
-0,0161099;0,15742;
0,0151401;0,03242;
0,0151401;0,03242;
0,0151401;0,03242;
-0,0105472;-0,00354228;
-0,0105472;-0,00354228;
-0,0105472;-0,00354228;
-0,0105472;-0,00354228;
-0,00146539;0,00917231;
-0,00146539;0,00917231;
0,00171325;0,00690185;
0,00171325;0,00690185;
0,00171325;0,00690185;
0,00171325;0,00690185;
0,00171325;0,00690185;
0,0067794;0,000954633;
0,00380579;-0,00157844;
0,00380579;-0,00157844;
0,00380579;-0,00157844;
0,00380579;-0,00157844;
0,00380579;-0,00157844;
0,00380579;-0,00157844;
-0,000922521;0,00127825;
-0,000922521;0,00127825;
-0,000922521;0,00127825;
-0,000922521;0,00127825;
-0,000922521;0,00127825;
-0,000922521;0,00127825;
-0,000922521;0,00127825;
-0,000922521;0,00127825;
-8,66658e-05;0,000773252;
-0,000339164;0,000355325;
-0,000339164;0,000355325;
-0,000339164;0,000355325;
-0,000339164;0,000355325;
-0,000339164;0,000355325;
-0,000339164;0,000355325;
-0,000339164;0,000355325;
-0,000339164;0,000355325;
-0,000339164;0,000355325;
-7,82784e-05;-5,74193e-05;
-7,82784e-05;-5,74193e-05;
-7,82784e-05;-5,74193e-05;
-2,66855e-05;-2,48086e-05;
-2,66855e-05;-2,48086e-05;
-2,66855e-05;-2,48086e-05;
-2,66855e-05;-2,48086e-05;
-2,66855e-05;-2,48086e-05;
-2,66855e-05;-2,48086e-05;
-2,66855e-05;-2,48086e-05;
-2,66855e-05;-2,48086e-05;
-2,66855e-05;-2,48086e-05;
-2,66855e-05;-2,48086e-05;
-2,66855e-05;-2,48086e-05;
-2,66855e-05;-2,48086e-05;
-2,66855e-05;-2,48086e-05;
-3,1106e-06;-5,42955e-06;
-3,1106e-06;-5,42955e-06;
-3,1106e-06;-5,42955e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
-5,53298e-06;-2,48269e-06;
