0;0,327002;0,0249051;0,2;0,0499998;3,06303;4,19911e-05;265;
0,001;0,657823;0,0300463;0,873162;0,0499998;13,3726;0,00349423;265;
0,002;0,880357;0,0383728;0,200029;0,0499999;3,06349;4,20091e-05;265;
0,003;0,20556;0,022685;0,200001;0,0499999;3,06305;4,19912e-05;265;
0,004;0,280162;0,0362352;0,2;0,0499999;3,06304;4,19909e-05;265;
0,005;0,924772;0,0166339;0,200003;0,05;3,06309;4,1992e-05;265;
0,006;0,411907;0,037104;0,200001;0,0499999;3,06305;4,19911e-05;265;
0,007;0,567836;0,0218605;0,2;0,0499999;3,06305;4,19908e-05;265;
0,008;0,819223;0,0152543;0,20002;0,05;3,06336;4,20027e-05;265;
0,009;0,915727;0,0288646;0,200001;0,0499998;3,06305;4,19918e-05;265;
0,01;0,370406;0,0320764;0,439113;0,0499998;6,72509;0,000444421;264;
0,011;0,660558;0,0304079;0,871458;0,0499999;13,3466;0,00347376;265;
0,012;0,991141;0,0321888;0,200001;0,0499998;3,06304;4,19914e-05;265;
0,013;0,232421;0,0412935;0,2;0,0499999;3,06304;4,19908e-05;265;
0,014;0,482009;0,0176598;0,200002;0,05;3,06308;4,19913e-05;265;
0,015;0,625217;0,0163962;0,200001;0,05;3,06307;4,19911e-05;265;
0,016;0,544934;0,0348303;0,2;0,0499998;3,06304;4,19911e-05;265;
0,017;0,892034;0,0473707;0,2;0,05;3,06305;4,19903e-05;364;
0,018;0,24415;0,0332772;0,2;0,0499998;3,06303;4,1991e-05;265;
0,019;0,727838;0,0146609;0,200001;0,05;3,06307;4,19911e-05;265;
0,02;0,794242;0,0348421;0,200001;0,0499999;3,06306;4,19914e-05;265;
0,021;0,834264;0,0439272;0,2;0,0499998;3,06303;4,19908e-05;361;
0,022;0,995302;0,0478882;0,200003;0,0499999;3,06308;4,19921e-05;265;
0,023;0,828469;0,032459;0,2;0,0499999;3,06305;4,19908e-05;265;
0,024;0,718373;0,0459687;0,2;0,0499999;3,06304;4,19906e-05;372;
0,025;0,929146;0,0118154;0,200003;0,05;3,06309;4,19921e-05;265;
0,026;0,28626;0,0273096;0,2;0,0499998;3,06304;4,1991e-05;265;
0,027;0,677549;0,0191082;0,2;0,0499999;3,06304;4,19909e-05;265;
0,028;0,20476;0,0319088;0,2;0,0499999;3,06304;4,19906e-05;264;
0,029;0,291439;0,0467627;0,2;0,0499998;3,06303;4,19911e-05;265;
0,03;0,965291;0,0193537;0,200002;0,0499999;3,06308;4,1992e-05;265;
0,031;0,293848;0,0156166;0,200001;0,05;3,06306;4,19907e-05;265;
0,032;0,268233;0,0120397;0,200001;0,0499999;3,06305;4,19908e-05;265;
0,033;0,589008;0,0172705;0,200002;0,05;3,06308;4,19914e-05;265;
0,034;0,50456;0,0214368;0,200002;0,0499998;3,06306;4,19918e-05;265;
0,035;0,361236;0,0282143;0,200005;0,0499998;3,06311;4,1994e-05;265;
0,036;0,406443;0,0115927;0,200001;0,05;3,06306;4,19909e-05;265;
0,037;0,609724;0,0288193;0,200001;0,0499999;3,06305;4,19909e-05;265;
0,038;0,999518;0,0426876;0,200003;0,0499999;3,06308;4,19924e-05;265;
0,039;0,813584;0,0113484;0,200448;0,0499999;3,0699;4,22736e-05;264;
0,04;0,414125;0,0158689;0,200001;0,05;3,06307;4,19911e-05;265;
0,041;0,289845;0,0439145;0,2;0,0499999;3,06304;4,19906e-05;265;
0,042;0,239792;0,0245498;0,200001;0,0499998;3,06305;4,19917e-05;265;
0,043;0,281922;0,0245797;0,2;0,0499999;3,06304;4,19909e-05;265;
0,044;0,886947;0,0301239;0,200001;0,0499999;3,06305;4,19912e-05;265;
0,045;0,965568;0,0117984;0,200004;0,05;3,06311;4,19927e-05;265;
0,046;0,708851;0,0168521;0,200003;0,05;3,0631;4,19921e-05;265;
0,047;0,877355;0,0382653;0,200002;0,0499999;3,06307;4,19916e-05;265;
0,048;0,806929;0,0400589;0,200001;0,0499998;3,06304;4,19912e-05;265;
0,049;0,614439;0,0204728;0,200001;0,0499999;3,06306;4,19909e-05;265;
0,05;0,318355;0,0259313;0,2;0,0499999;3,06305;4,19907e-05;265;
0,051;0,413378;0,040006;0,2;0,0499998;3,06303;4,19911e-05;265;
0,052;0,965793;0,037235;0,200002;0,0499998;3,06306;4,19924e-05;265;
0,053;0,665709;0,0448801;0,200001;0,0499999;3,06305;4,19909e-05;265;
0,054;0,284105;0,0238941;0,2;0,0499998;3,06303;4,19911e-05;265;
0,055;0,299224;0,0149684;0,2;0,0499999;3,06305;4,19906e-05;265;
0,056;0,355432;0,0242739;0,2;0,0499998;3,06303;4,1991e-05;265;
0,057;0,954567;0,048988;0,200001;0,0499998;3,06305;4,19918e-05;265;
